ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	group
GO:0043455	GO:0043455	regulation of secondary metabolic process	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	CTNS/MFSD12/RAB38/WNT5A	4	go_bp
GO:0048021	GO:0048021	regulation of melanin biosynthetic process	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	CTNS/MFSD12/RAB38/WNT5A	4	go_bp
GO:0048251	GO:0048251	elastic fiber assembly	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	MFAP4/FBLN5/TNXB/THSD4	4	go_bp
GO:0051451	GO:0051451	myoblast migration	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	BIN3/AKIRIN1/SMO/ANXA1	4	go_bp
GO:0060221	GO:0060221	retinal rod cell differentiation	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	STAT3/NAGLU/BBS4/SOX9	4	go_bp
GO:0060379	GO:0060379	cardiac muscle cell myoblast differentiation	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	ISL1/SRF/NOTCH1/TBX2	4	go_bp
GO:0060628	GO:0060628	regulation of ER to Golgi vesicle-mediated transport	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	GAS1/TBC1D20/STX18/YIPF5	4	go_bp
GO:0060788	GO:0060788	ectodermal placode formation	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	GNAS/TBX3/CTNNB1/TBX2	4	go_bp
GO:0070213	GO:0070213	protein auto-ADP-ribosylation	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	PARP3/PARP6/PARP12/PARP11	4	go_bp
GO:0071697	GO:0071697	ectodermal placode morphogenesis	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	GNAS/TBX3/CTNNB1/TBX2	4	go_bp
GO:1900376	GO:1900376	regulation of secondary metabolite biosynthetic process	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	CTNS/MFSD12/RAB38/WNT5A	4	go_bp
GO:1903083	GO:1903083	protein localization to condensed chromosome	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	TRAPPC12/BUB3/CHAMP1/IK	4	go_bp
GO:1904666	GO:1904666	regulation of ubiquitin protein ligase activity	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	CDC14B/FZR1/MAD2L2/RPL23	4	go_bp
GO:1905208	GO:1905208	negative regulation of cardiocyte differentiation	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	DKK1/BMP2/EGFR/HDAC3	4	go_bp
GO:2000672	GO:2000672	negative regulation of motor neuron apoptotic process	4/7469	11/12427	0.363636363636364	0.60502196959554	-1.60850373466224	0.971252437974096	0.999995971565355	0.884404426891361	MAP3K12/ZPR1/NEFL/RHOA	4	go_bp
GO:0032387	GO:0032387	negative regulation of intracellular transport	25/7469	52/12427	0.480769230769231	0.799908854032565	-1.77460043111379	0.971277697825341	0.999995971565355	0.884404426891361	INSIG1/CHP1/DDX39A/DERL3/ARHGAP8/NFKBIA/DERL2/ARHGAP1/ERLEC1/UBE2G2/SNX12/SUFU/PKIG/RANGAP1/CD36/UBE2J1/OS9/CDK5/HDAC3/RBM10/PARK7/BARD1/MTMR4/MAP1B/ABCA2	25	go_bp
GO:0001953	GO:0001953	negative regulation of cell-matrix adhesion	17/7469	37/12427	0.45945945945946	0.764453434556527	-1.76110653269566	0.971997766516959	0.999995971565355	0.884404426891361	THBS1/SERPINE1/BCL6/MYOC/SRC/DLC1/DUSP22/NF2/ADAM15/DMTN/MMP14/SEMA3E/RNF7/HOXA7/PIK3R1/ACER2/PHLDB2	17	go_bp
GO:0043487	GO:0043487	regulation of RNA stability	91/7469	171/12427	0.532163742690059	0.885419578311602	-1.85173032309593	0.972517492995639	0.999995971565355	0.884404426891361	SLC11A1/DXO/BTG2/SAMD4B/ZFP36/RBM47/AKT1/TENT4A/PDE12/ALKBH5/MAPKAPK2/WDR4/CARHSP1/TNRC6A/CNOT3/TOB1/NOCT/TNKS1BP1/ZFP36L2/PAN2/TNRC6C/CHRNA7/ZFP36L1/ZC3H18/MOV10/ELAVL1/METTL1/RBX1/STAT3/IKBKE/CPEB3/KHSRP/FUS/DIS3L2/UPF1/RBM33/AGO2/LARP4B/HNRNPA0/ANG/POLR2G/FXR2/YTHDF1/NRDE2/SCGB1A1/LSM1/SECISBP2/TAF15/METTL3/PIAS4/NT5C3B/SAMD4A/CIRBP/TENT5C/METTL16/PRKCD/DCP1A/TNRC6B/PCBP4/THRAP3/MYD88/TIRAP/AGO1/AGO3/LARP1/VIM/TNFRSF1B/NAF1/NSUN2/PLEKHN1/TUT7/RBM10/MLH1/PUM1/CUL4A/CNOT1/TRAF2/MEX3D/NORAD/YBX1/CAPRIN1/FASTKD5/DIS3/DCPS/PRKCA/PAIP1/HNRNPC/DCP1B/CNOT8/HNRNPU/TBRG4	91	go_bp
GO:0051784	GO:0051784	negative regulation of nuclear division	18/7469	39/12427	0.461538461538462	0.767912499871263	-1.78166930925143	0.973014920181106	0.999995971565355	0.884404426891361	DUSP1/BMP4/KLHL22/ANAPC15/XRCC3/TOM1L2/LIF/BUB3/NME6/GEN1/LCMT1/RPS6KA2/CDK5RAP2/BMP7/MAD2L2/MAD1L1/MAD2L1BP/IK	18	go_bp
GO:0006402	GO:0006402	mRNA catabolic process	129/7469	238/12427	0.542016806722689	0.901813208882428	-1.87715938926178	0.97344735912112	0.999995971565355	0.884404426891361	SLC11A1/DHX34/DXO/EIF4A3/BTG2/SMG5/SAMD4B/ZFP36/RBM47/TESK1/AKT1/TENT4A/SMG9/PDE12/ALKBH5/GTPBP2/LSM4/PYM1/MAPKAPK2/CARHSP1/TNRC6A/HSPA1A/CNOT3/TOB1/NOCT/TNKS1BP1/EDC4/EXOSC6/UPF3A/ZFP36L2/HSPA1B/LSM14B/PAN2/TNRC6C/CHRNA7/ZFP36L1/MOV10/ELAVL1/RBX1/STAT3/IKBKE/CPEB3/RNPS1/KHSRP/NUDT12/FUS/SKIC8/DIS3L2/CASC3/UPF1/HNRNPAB/SMG6/RBM33/AGO2/LARP4B/EXOSC7/NBDY/GTPBP1/HNRNPA0/DDX5/EXOSC10/POLR2G/FXR2/YTHDF1/NRDE2/SCGB1A1/LSM1/SECISBP2/TAF15/METTL3/PIAS4/NT5C3B/SMG1/SAMD4A/CIRBP/TENT5C/METTL16/PRKCD/DCP1A/NUDT16/TNRC6B/PCBP4/RBM8A/THRAP3/MYD88/ZHX2/TIRAP/SKIC2/AGO1/UPF3B/ERN1/AGO3/LARP1/PKP1/VIM/PNRC1/PLEKHN1/TUT7/MRTO4/SLIRP/RBM10/PRR5L/MAGOH/ETF1/MLH1/PUM1/CUL4A/LSM7/CNOT1/CTIF/TRAF2/LSM6/MEX3D/NORAD/ZC3HAV1/YBX1/CAPRIN1/FASTKD5/EDC3/DIS3/DCPS/EXOSC2/PRKCA/PAIP1/HNRNPC/DCP1B/CNOT8/HNRNPU/TBRG4	129	go_bp
GO:0060070	GO:0060070	canonical Wnt signaling pathway	145/7469	266/12427	0.545112781954887	0.906964324722638	-1.88256218781006	0.973589088887014	0.999995971565355	0.884404426891361	EGR1/LMBR1L/KLF4/NR4A2/NPHP4/TMEM9/BMAL1/DDIT3/EDN1/HECW1/SOX10/CSNK1D/RNF220/EMD/GSK3A/NRARP/STK11/CSNK1E/PPP1CA/FAM53B/BAMBI/PRDM15/LIMD1/SRC/NPHP3/GSKIP/DKK1/DVL3/FZD5/SNAI2/CSNK1A1/TLE5/RARG/FRAT1/ZNF703/SOX13/RBX1/DACT1/OTUD5/WNT2B/LATS2/CCDC88C/SMAD3/GATA3/SMAD7/FUZ/PYGO2/FZD10/FOXO3/TLE2/KREMEN1/BMP2/BCL9L/RUVBL2/ATP6AP2/SDC1/PTPRU/OTULIN/CHD8/PPP2CA/TCF7/TLE4/WNT7B/WNT2/NKD2/PRKN/APP/CTNNB1/VCP/JADE1/SOX17/FOXO1/PPM1B/TBL1X/GPRC5B/FZD2/LRP4/WNT9A/FRZB/SIAH2/TCF7L2/EGFR/WNT5B/BCL9/ISL1/DAAM2/SFRP2/ZNRF3/DVL2/KANK1/CTDNEP1/CTNNBIP1/TBL1XR1/LGR4/RAB5A/TLE1/DDX3X/RNF14/AMFR/YAP1/SNAI1/CDH2/TCF7L1/LGR6/NFKB1/CBY1/ZBED3/PSEN1/CAV1/GLI3/PPM1A/MAD2L2/CCAR2/WNK2/NLE1/SDHAF2/DKK3/ILK/TGFB1/TPBG/GID8/FZD1/ADGRA2/DISC1/SHISA6/RSPO1/JUP/PTK7/EDNRB/IGFBP2/CAPRIN2/AXIN1/GLI1/IGFBP4/WNK1/DLX5/COL1A1/WNT5A/NOTCH1/WNT6/SOX9/FRAT2/MDK/APOE/FZD4	145	go_bp
GO:0032968	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	27/7469	56/12427	0.482142857142857	0.80219430790123	-1.82084944451863	0.973843310725505	0.999995971565355	0.884404426891361	SUPT5H/MED15/MED29/BRD4/MED11/PPP1CA/MAP2K1/LDB1/MED26/MED24/TCERG1/PPP1R10/MED9/CDK9/SUPT6H/ELL2/CDK12/GTF2F1/MED19/CTNNB1/MED8/MED27/MED25/MED10/TOX4/CCNT2/EAPP	27	go_bp
GO:0098900	GO:0098900	regulation of action potential	19/7469	41/12427	0.463414634146341	0.771034095399195	-1.80235713392439	0.974027504032965	0.999995971565355	0.884404426891361	RNF207/CALM1/SLC9A1/CALM3/CACNB3/CD36/CACNA1C/ATP2A2/GBA1/RANGRF/CACNA2D1/PKP2/CAV1/JUP/ANK2/DSG2/DSC2/KCNE3/GJA5	19	go_bp
GO:0140719	GO:0140719	constitutive heterochromatin formation	19/7469	41/12427	0.463414634146341	0.771034095399195	-1.80235713392439	0.974027504032965	0.999995971565355	0.884404426891361	DOT1L/L3MBTL1/SIRT2/EHMT1/TNRC18/EHMT2/KMT2A/SMYD5/BAZ2A/MPHOSPH8/TRIM28/MORC2/MBD1/DNMT1/HELLS/CENPV/H3-3B/EZH1/H3-3A	19	go_bp
GO:0090596	GO:0090596	sensory organ morphogenesis	105/7469	196/12427	0.535714285714286	0.891327008779144	-1.88218503857128	0.974097774229	0.999995971565355	0.884404426891361	VEGFA/INSIG1/MAFB/EDN1/RDH13/PRDM1/NR4A3/SHROOM2/BMP4/WHRN/ATF4/MAPK3/BCR/ADAMTS9/STRA6/FZD5/AQP1/BCAR3/TSKU/IFT122/SKI/NECTIN1/TBC1D20/RARG/BAK1/IRX5/STAT3/WNT2B/MSX1/TSHZ1/HIF1A/GATA3/CITED2/SLC1A1/TBX3/NAGLU/SOD1/KDM2B/THRB/CHD7/ANKRD24/EPHA2/MYO7A/AHI1/TTC8/RING1/WNT2/OSR1/HIPK2/CTNNB1/PRKRA/LRIG1/FZD2/MFAP5/ZHX2/WNT9A/FRZB/MFAP2/RAC1/FGFR1/TRIOBP/COL5A1/DVL2/C12orf57/COL8A2/OTX1/IHH/CABP4/SDK2/TBX1/SLC44A4/GATA2/MFN2/FJX1/MAPK1/TFAP2A/ITGA8/PHACTR4/VANGL2/EFEMP1/BBS4/BMP7/CDH23/WDR19/GLI3/ALDH1A3/RPGR/IFT172/HIPK1/MEIS1/PTPRM/THY1/PTK7/PRRX1/FBN1/RPL38/LARGE1/DLX5/COL8A1/WNT5A/NOTCH1/SOX9/TBX2/GRHL3/KCNQ1	105	go_bp
GO:0003300	GO:0003300	cardiac muscle hypertrophy	34/7469	69/12427	0.492753623188406	0.819848610973667	-1.84175436618673	0.974341376691117	0.999995971565355	0.884404426891361	ERRFI1/CAMTA2/ARRB2/EDN1/NR4A3/GSK3A/LMCD1/TNFRSF1A/ACACB/SLC9A1/G6PD/SMAD3/PI16/PPARA/PDE9A/FOXO1/ATP2A2/FOXP1/TNFRSF1B/ARRB1/P2RX4/LMNA/STUB1/IGF1/GLRX3/MEIS1/KLF15/RGS2/MTPN/PRKCA/BECN1/PPARG/NOTCH1/PPP3CA	34	go_bp
GO:0070252	GO:0070252	actin-mediated cell contraction	40/7469	80/12427	0.5	0.831905208193868	-1.85123763255567	0.974428850138456	0.999995971565355	0.884404426891361	STC1/RNF207/EPDR1/KCNJ5/SLC9A1/GPD1L/PDE4B/CCDC88C/TNNC1/MYH9/SNTA1/GSN/CACNA1C/MYL6/ATP2A2/KCND3/RANGRF/CACNA2D1/CACNB2/PDPN/MYH3/ACTC1/EMP2/PKP2/SCN1B/CAV1/ATP1A1/SCN8A/LIMCH1/GJA1/KCNE4/GJC1/JUP/ANK2/DSG2/MYL6B/DSC2/KCNE3/GJA5/KCNQ1	40	go_bp
GO:0030048	GO:0030048	actin filament-based movement	51/7469	100/12427	0.51	0.848543312357745	-1.86639430119662	0.974678847445329	0.999995971565355	0.884404426891361	STC1/MYO9B/RNF207/MYO1C/EPDR1/MYO19/KCNJ5/ACTN4/SLC9A1/MYH10/GPD1L/PDE4B/CCDC88C/TNNC1/SYNE2/MYH9/SNTA1/GSN/CACNA1C/MYO7A/MYL6/MYO5C/ATP2A2/WAS/KCND3/RANGRF/CACNA2D1/CACNB2/PDPN/MYH3/ACTC1/MYO1D/MYO5A/EMP2/PKP2/SCN1B/CAV1/ATP1A1/SCN8A/LIMCH1/GJA1/KCNE4/GJC1/JUP/ANK2/DSG2/MYL6B/DSC2/KCNE3/GJA5/KCNQ1	51	go_bp
GO:0060260	GO:0060260	regulation of transcription initiation by RNA polymerase II	35/7469	71/12427	0.492957746478873	0.820188233430574	-1.86488465528761	0.975577587772996	0.999995971565355	0.884404426891361	MED15/MED29/KAT8/MED11/TAF10/NFKBIA/ZNHIT1/TAF6/ERCC1/MED26/MED24/TAF8/THRA/MED9/MED19/FOXO1/MED8/TAF4/MED12/TAF13/MED27/MED25/GTF2A2/CTNNBIP1/TAF7/MED10/TAF1/CDK4/CAND1/TAF3/NFKB1/TBP/SRF/TP53/ZNF451	35	go_bp
GO:0044458	GO:0044458	motile cilium assembly	21/7469	45/12427	0.466666666666667	0.776444860980943	-1.84390761527492	0.976012540357143	0.999995971565355	0.884404426891361	DNAH1/DNHD1/CFAP69/E2F4/CCDC159/IFT57/CCDC40/CFAP44/CFAP119/CCDC146/BBS5/TTLL5/AHI1/YIF1B/TTLL1/BBS4/TTC12/DNALI1/CC2D2A/DYNLL1/SPAG6	21	go_bp
GO:0046530	GO:0046530	photoreceptor cell differentiation	21/7469	45/12427	0.466666666666667	0.776444860980943	-1.84390761527492	0.976012540357143	0.999995971565355	0.884404426891361	NPHP4/VEGFA/RDH13/PRDM1/ELP6/BBS1/STAT3/NAGLU/THRB/MYO7A/AHI1/TTC8/IHH/CABP4/SDK2/ARL3/BBS4/RPGR/THY1/NOTCH1/SOX9	21	go_bp
GO:0086001	GO:0086001	cardiac muscle cell action potential	29/7469	60/12427	0.483333333333333	0.804175034587406	-1.86618694273344	0.976192961051868	0.999995971565355	0.884404426891361	RNF207/CALM1/KCNJ5/GPD1L/YWHAE/CALM3/SNTA1/CACNA1C/ATP2A2/KCND3/RANGRF/CACNA2D1/CACNB2/ATP1B1/PKP2/SCN1B/CAV1/ATP1A1/SCN8A/GJA1/KCNE4/GJC1/JUP/ANK2/DSG2/DSC2/KCNE3/GJA5/KCNQ1	29	go_bp
GO:0060261	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	30/7469	62/12427	0.483870967741935	0.805069556316646	-1.88852221919595	0.977290898923854	0.999995971565355	0.884404426891361	MED15/MED29/KAT8/MED11/TAF10/NFKBIA/ZNHIT1/TAF6/ERCC1/MED26/MED24/TAF8/MED9/MED19/MED8/TAF4/MED12/TAF13/MED27/MED25/GTF2A2/TAF7/MED10/TAF1/CAND1/TAF3/NFKB1/TBP/SRF/TP53	30	go_bp
GO:1902749	GO:1902749	regulation of cell cycle G2/M phase transition	48/7469	95/12427	0.505263157894737	0.840662105122225	-1.91340878175989	0.97741191700082	0.999995971565355	0.884404426891361	CHFR/CDK10/MRNIP/CDC25B/VPS4A/HSPA2/BRD4/CDKN1A/CTC1/CCNQ/CDK5RAP3/ATF5/DBF4B/NABP1/BRSK1/TAOK3/IER3/TAOK2/MARK3/WEE1/MACROH2A1/DYRK3/FOXN3/INTS3/ZFYVE19/NEK10/STK35/CDC14B/NOP53/NABP2/BABAM1/SIN3A/GPR132/PBX1/RAB11A/CDK4/FZR1/CDK2/HEXIM2/UIMC1/GTPBP4/MBTPS1/BARD1/TRIM39/CCND1/TP53/RAD51C/FHL1	48	go_bp
GO:0006310	GO:0006310	DNA recombination	149/7469	274/12427	0.543795620437956	0.904772817670703	-1.95631195908431	0.977701202205127	0.999995971565355	0.884404426891361	TOP3B/H1-2/SLX1A/RTEL1/MUS81/MRNIP/SLX1B/NFKBIZ/REC8/BCL6/MSH5/EP400/INO80E/EME2/H1-4/KMT5A/MCRS1/POLM/KLHDC3/ZSWIM7/KAT5/SFPQ/ERCC2/ABL1/RECQL4/CLCF1/PELI1/AP5S1/BATF/NSMCE1/RAD51D/TREX1/RECQL5/SLX4/XRCC3/INO80/NABP1/EXOSC6/RAD52/ERCC1/H1-3/KMT5C/CTBP1-DT/PARP3/TCF3/TEP1/NDFIP1/STAT6/MRGBP/MAGEF1/ZNF365/POLL/SWI5/FUS/GFI1/APEX2/TFRC/SUPT6H/TNFSF13/ACTB/TOP3A/H1-0/CREBBP/DMAP1/NSMCE3/CD40/TRRAP/MDC1/PPP4C/RUVBL2/SENP3/INTS3/KLHL15/C1QBP/ENDOG/PIAS4/TERF2IP/GEN1/WRAP53/POLB/TFPT/HDGFL2/FAN1/PRMT1/ZFYVE26/XRCC6/LIG1/HELB/MEAF6/CENPS/NABP2/INO80C/UBQLN4/NFRKB/IL27RA/WAS/UBE2N/BCL11B/MCM7/MCM8/NSMCE4A/RNF138/CYREN/RPA2/TP53BP1/H1-1/PAGR1/SWAP70/TERF2/IL7R/RFWD3/SWSAP1/RMI2/MLH1/XRCC1/NUCKS1/HELLS/FBH1/INO80D/SANBR/MCM5/PSMC3IP/BARD1/EID3/SPIDR/RPA1/MAD2L2/SMC5/MORF4L2/VPS72/ACTR8/KPNA2/CENPX/ZCWPW1/HDAC10/TGFB1/RAD51C/EXD2/AP5Z1/BRD8/LIG3/PCYT1A/RNF212/CHD4/PTPRC/HMCES/RNF8/INO80B/FEN1	149	go_bp
GO:0044774	GO:0044774	mitotic DNA integrity checkpoint signaling	31/7469	64/12427	0.484375	0.80590817043781	-1.91064036827364	0.978339929004207	0.999995971565355	0.884404426891361	MUS81/MRNIP/EME2/CDKN1A/CDK5RAP3/TREX1/BRSK1/TAOK3/IER3/PPP1R10/TAOK2/FOXN3/FBXO31/MDC1/CDC14B/NOP53/DGKZ/XPC/BABAM1/MUC1/RPA2/RFWD3/RPS27L/FZR1/CDK2/UIMC1/MBTPS1/TRIM39/CCND1/TP53/SDE2	31	go_bp
GO:0051153	GO:0051153	regulation of striated muscle cell differentiation	31/7469	64/12427	0.484375	0.80590817043781	-1.91064036827364	0.978339929004207	0.999995971565355	0.884404426891361	SIK1/ARRB2/EDN1/BMP4/GSK3A/XBP1/DKK1/PIEZO1/KAT2A/MSX1/G6PD/MAML1/PI16/BMP2/PPARA/TMEM119/CCN3/MTOR/FOXP1/HDAC3/MMP14/TBX1/IGF1/EFNB2/YBX1/TGFB1/BHLHA15/RGS2/TRIM32/NOTCH1/DMPK	31	go_bp
GO:0003181	GO:0003181	atrioventricular valve morphogenesis	10/7469	24/12427	0.416666666666667	0.693254340161557	-1.8461386675557	0.978983651172036	0.999995971565355	0.884404426891361	CCN1/MDM4/EFNA1/BMP2/NAGLU/HEYL/OLFM1/TGFBR2/SLIT3/NOTCH1	10	go_bp
GO:1902914	GO:1902914	regulation of protein polyubiquitination	10/7469	24/12427	0.416666666666667	0.693254340161557	-1.8461386675557	0.978983651172036	0.999995971565355	0.884404426891361	TCF25/GABARAP/SASH1/PRKN/GPS2/RIPK2/UBE2N/BIRC2/DDX3X/PPIA	10	go_bp
GO:0000963	GO:0000963	mitochondrial RNA processing	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	HSD17B10/GTPBP3/TRNT1/ELAC2/TRIT1/SLIRP/PUS1/TRMT61B/FASTKD5/CDK5RAP1/TBRG4	11	go_bp
GO:0003171	GO:0003171	atrioventricular valve development	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	CCN1/MDM4/EFNA1/BMP2/NAGLU/HEYL/OLFM1/TGFBR2/SLIT3/NOTCH1/GJA5	11	go_bp
GO:0010458	GO:0010458	exit from mitosis	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	RGCC/CHMP2A/SIRT2/CHMP4B/CDC14B/PPP1R9B/CHMP7/CDKN1B/TGFB1/MAD2L1BP/PPP2R2D	11	go_bp
GO:0014850	GO:0014850	response to muscle activity	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	PERM1/DAG1/SLC7A5/SELENON/FIS1/HIF1A/ITGA5/PRKN/TNS2/ADSS1/ITGA2	11	go_bp
GO:0043268	GO:0043268	positive regulation of potassium ion transport	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	TREM2/ATP1B3/AMIGO1/ATP1B1/AKAP7/ATP1B2/ANK2/ABCC8/ADRA2A/FHL1/KCNQ1	11	go_bp
GO:0045143	GO:0045143	homologous chromosome segregation	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	REC8/MSH5/EHMT2/SUN1/BAG6/SIRT7/MLH1/PSMC3IP/ZCWPW1/RNF212/P3H4	11	go_bp
GO:0046326	GO:0046326	positive regulation of D-glucose import	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	AKT1/IRS2/AKT2/CLTCL1/CAPN10/INSR/IRS1/RHOQ/PIK3R1/IGF1/KLF15	11	go_bp
GO:0060421	GO:0060421	positive regulation of heart growth	11/7469	26/12427	0.423076923076923	0.703919791548657	-1.85486087748204	0.979013370799492	0.999995971565355	0.884404426891361	EDN1/PIM1/ACACB/BASP1/WNT2/FGFR1/YAP1/IGF1/GLI1/NOTCH1/TBX2	11	go_bp
GO:0000729	GO:0000729	DNA double-strand break processing	9/7469	22/12427	0.409090909090909	0.680649715794983	-1.84002577335776	0.979140782963451	0.999995971565355	0.884404426891361	SLX1A/SLX1B/KAT5/SLX4/RAD52/HELB/UBE2N/RNF138/EXD2	9	go_bp
GO:0010839	GO:0010839	negative regulation of keratinocyte proliferation	9/7469	22/12427	0.409090909090909	0.680649715794983	-1.84002577335776	0.979140782963451	0.999995971565355	0.884404426891361	KLF9/IFT57/SNAI2/VDR/KDF1/PTCH1/IRF6/EFNB2/IFT172	9	go_bp
GO:0051131	GO:0051131	chaperone-mediated protein complex assembly	9/7469	22/12427	0.409090909090909	0.680649715794983	-1.84002577335776	0.979140782963451	0.999995971565355	0.884404426891361	HSPA1A/PFDN6/PSMG3/DNLZ/LONP1/NDUFAF1/HSP90AA1/STUB1/PSMG1	9	go_bp
GO:1902100	GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	13/7469	30/12427	0.433333333333333	0.720984513768019	-1.87790785504565	0.979477108537265	0.999995971565355	0.884404426891361	CHFR/DUSP1/KLHL22/ANAPC15/XRCC3/BUB3/GEN1/LCMT1/CDK5RAP2/MAD2L2/MAD1L1/MAD2L1BP/IK	13	go_bp
GO:1905819	GO:1905819	negative regulation of chromosome separation	13/7469	30/12427	0.433333333333333	0.720984513768019	-1.87790785504565	0.979477108537265	0.999995971565355	0.884404426891361	CHFR/DUSP1/KLHL22/ANAPC15/XRCC3/BUB3/GEN1/LCMT1/CDK5RAP2/MAD2L2/MAD1L1/MAD2L1BP/IK	13	go_bp
GO:0009127	GO:0009127	purine nucleoside monophosphate biosynthetic process	8/7469	20/12427	0.4	0.665524166555094	-1.83734196492483	0.97953654576911	0.999995971565355	0.884404426891361	NUDT2/IMPDH1/AMPD2/APRT/ADA/ADSS1/DGUOK/AMPD3	8	go_bp
GO:0006275	GO:0006275	regulation of DNA replication	50/7469	99/12427	0.505050505050505	0.840308291104917	-1.95793060930481	0.979565912975052	0.999995971565355	0.884404426891361	ING5/BCL6/INO80E/CDKN1A/MCRS1/CTC1/TNFAIP1/TSPYL2/DBF4B/BRPF3/INO80/CIZ1/EHMT2/RBBP6/JADE2/WEE1/WRNIP1/S100A11/ID3/RUVBL2/ENDOG/GLI2/GMNN/TFPT/JADE1/MEAF6/INO80C/EGFR/SLFN11/NFRKB/FGFR1/MCM7/KCTD13/ORC5/TP53BP1/CDK2/GTPBP4/CDKN1B/NUCKS1/INO80D/MCM5/TP53/ACTR8/ZBTB38/LIG3/GLI1/PCNA/WIZ/DYNLL1/INO80B	50	go_bp
GO:0099022	GO:0099022	vesicle tethering	14/7469	32/12427	0.4375	0.727917057169635	-1.89145791643446	0.979852222826419	0.999995971565355	0.884404426891361	TRAPPC12/TRAPPC4/TRAPPC2L/EXOC3/EXOC7/STARD3NL/NAGLU/TRAPPC10/STARD3/TRAPPC3/TRAPPC1/TRAPPC2B/EXOC8/C17orf75	14	go_bp
GO:0001522	GO:0001522	pseudouridine synthesis	7/7469	18/12427	0.388888888888889	0.647037384150786	-1.83924766260234	0.980235996939337	0.999995971565355	0.884404426891361	RPUSD3/NHP2/NOP10/RPUSD2/NAF1/TRUB2/PUS1	7	go_bp
GO:0009168	GO:0009168	purine ribonucleoside monophosphate biosynthetic process	7/7469	18/12427	0.388888888888889	0.647037384150786	-1.83924766260234	0.980235996939337	0.999995971565355	0.884404426891361	NUDT2/IMPDH1/AMPD2/APRT/ADA/ADSS1/AMPD3	7	go_bp
GO:0045945	GO:0045945	positive regulation of transcription by RNA polymerase III	7/7469	18/12427	0.388888888888889	0.647037384150786	-1.83924766260234	0.980235996939337	0.999995971565355	0.884404426891361	MYO1C/MYBBP1A/AR/CHD8/MTOR/RPTOR/INHBA	7	go_bp
GO:1902165	GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	7/7469	18/12427	0.388888888888889	0.647037384150786	-1.83924766260234	0.980235996939337	0.999995971565355	0.884404426891361	CD44/CD74/ZNF385A/BCL2L12/TP73/MUC1/HNRNPK	7	go_bp
GO:0036297	GO:0036297	interstrand cross-link repair	15/7469	34/12427	0.441176470588235	0.734034007229884	-1.90599161959184	0.980293215658062	0.999995971565355	0.884404426891361	RAD51D/XRCC3/ERCC1/VCP/FAN1/CENPS/MCM8/RFWD3/FANCE/NUCKS1/FAAP24/CENPX/SPRTN/HMCES/RNF8	15	go_bp
